  400    0.50025
 0.25000000E-02  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.50000000E-02  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.75000000E-02  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.10000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.12500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.15000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.17500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.20000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.22500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.25000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.27500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.30000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.32500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.35000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.37500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.40000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.42500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.45000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.47500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.50000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.52500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.55000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.57500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.60000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.62500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.65000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.67500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.70000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.72500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.75000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.77500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.80000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.82500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.85000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.87500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.90000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.92500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.95000000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.97500000E-01  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.10000000E+00  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.10250000E+00  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.10500000E+00  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
 0.10750000E+00  0.13330000E+02  0.10000000E+02  0.00000000E+00  0.19995000E+01
